Time (CET/CEST);NO2-NO1;NO2_hydro_river;NO2_hydro_storage;NO1_actual_load
05.10.2022 13:00 - 05.10.2022 14:00;611;660;1494;3440
05.10.2022 14:00 - 05.10.2022 15:00;627;666;1552;3444
05.10.2022 15:00 - 05.10.2022 16:00;43;670;1648;3439
05.10.2022 16:00 - 05.10.2022 17:00;-836;674;1617;3507
05.10.2022 17:00 - 05.10.2022 18:00;-531;684;1789;3499
05.10.2022 18:00 - 05.10.2022 19:00;-1194;687;1780;3531
05.10.2022 19:00 - 05.10.2022 20:00;-1744;700;1951;3541
05.10.2022 20:00 - 05.10.2022 21:00;-1653;724;1830;3449
05.10.2022 21:00 - 05.10.2022 22:00;-1840;723;1623;3306
05.10.2022 22:00 - 05.10.2022 23:00;-1959;710;1319;3165
05.10.2022 23:00 - 06.10.2022 00:00;-1894;677;1055;3026
06.10.2022 00:00 - 06.10.2022 01:00;-1888;700;817;2878
06.10.2022 01:00 - 06.10.2022 02:00;-1767;692;752;2663
06.10.2022 02:00 - 06.10.2022 03:00;-1669;639;512;2583
06.10.2022 03:00 - 06.10.2022 04:00;-1616;630;479;2610
06.10.2022 04:00 - 06.10.2022 05:00;-1359;621;496;2574
06.10.2022 05:00 - 06.10.2022 06:00;-1466;660;881;2705
06.10.2022 06:00 - 06.10.2022 07:00;-1342;698;1342;3075
06.10.2022 07:00 - 06.10.2022 08:00;-1854;724;1595;3412
06.10.2022 08:00 - 06.10.2022 09:00;-1744;721;1628;3518
06.10.2022 09:00 - 06.10.2022 10:00;-1470;717;1419;3584
06.10.2022 10:00 - 06.10.2022 11:00;-1272;722;1298;3599
06.10.2022 11:00 - 06.10.2022 12:00;-1289;711;1106;3606
06.10.2022 12:00 - 06.10.2022 13:00;-1400;696;1075;3584
06.10.2022 13:00 - 06.10.2022 14:00;-1339;699;1005;3506
06.10.2022 14:00 - 06.10.2022 15:00;-1376;714;1068;3457
06.10.2022 15:00 - 06.10.2022 16:00;-1344;728;1159;3396
06.10.2022 16:00 - 06.10.2022 17:00;-1436;726;1318;3407
06.10.2022 17:00 - 06.10.2022 18:00;-1615;735;1535;3393
06.10.2022 18:00 - 06.10.2022 19:00;-1799;740;1585;3396
06.10.2022 19:00 - 06.10.2022 20:00;-1909;745;1560;3455
06.10.2022 20:00 - 06.10.2022 21:00;-2044;746;1523;3386
06.10.2022 21:00 - 06.10.2022 22:00;-2008;740;1546;3279
06.10.2022 22:00 - 06.10.2022 23:00;-1895;738;1469;3132
06.10.2022 23:00 - 07.10.2022 00:00;-1838;724;1468;2965
07.10.2022 00:00 - 07.10.2022 01:00;-1830;712;1231;2863
07.10.2022 01:00 - 07.10.2022 02:00;-1624;693;1060;2804
07.10.2022 02:00 - 07.10.2022 03:00;-1252;652;919;2691
07.10.2022 03:00 - 07.10.2022 04:00;-1044;649;902;2671
07.10.2022 04:00 - 07.10.2022 05:00;-1021;608;770;2705
07.10.2022 05:00 - 07.10.2022 06:00;-1082;663;1079;2755
07.10.2022 06:00 - 07.10.2022 07:00;-1360;704;1294;3130
07.10.2022 07:00 - 07.10.2022 08:00;-1924;711;1382;3451
07.10.2022 08:00 - 07.10.2022 09:00;-1850;717;1358;3526
07.10.2022 09:00 - 07.10.2022 10:00;-1741;721;1482;3574
07.10.2022 10:00 - 07.10.2022 11:00;-1696;719;1566;3560
07.10.2022 11:00 - 07.10.2022 12:00;-1555;715;1629;3533
07.10.2022 12:00 - 07.10.2022 13:00;-1414;724;1632;3501
07.10.2022 13:00 - 07.10.2022 14:00;-1364;726;1691;3450
07.10.2022 14:00 - 07.10.2022 15:00;-1376;746;1776;3431
07.10.2022 15:00 - 07.10.2022 16:00;-1163;757;1875;3409
07.10.2022 16:00 - 07.10.2022 17:00;-1391;760;1904;3440
07.10.2022 17:00 - 07.10.2022 18:00;-1483;764;1911;3476
07.10.2022 18:00 - 07.10.2022 19:00;-1526;761;1977;3448
07.10.2022 19:00 - 07.10.2022 20:00;-1590;762;1996;3412
07.10.2022 20:00 - 07.10.2022 21:00;-1796;768;1909;3254
07.10.2022 21:00 - 07.10.2022 22:00;-1814;767;1908;3110
07.10.2022 22:00 - 07.10.2022 23:00;-1541;761;2178;2973
07.10.2022 23:00 - 08.10.2022 00:00;-1760;756;1932;2849
08.10.2022 00:00 - 08.10.2022 01:00;-2013;768;1709;2752
08.10.2022 01:00 - 08.10.2022 02:00;-2198;766;1692;2674
08.10.2022 02:00 - 08.10.2022 03:00;-2099;770;1738;2601
08.10.2022 03:00 - 08.10.2022 04:00;-1997;770;1849;2517
08.10.2022 04:00 - 08.10.2022 05:00;-1827;760;2335;2550
08.10.2022 05:00 - 08.10.2022 06:00;-1771;755;2575;2563
08.10.2022 06:00 - 08.10.2022 07:00;-1749;752;3020;2694
08.10.2022 07:00 - 08.10.2022 08:00;-1998;768;3129;2819
08.10.2022 08:00 - 08.10.2022 09:00;-2008;769;3094;2936
08.10.2022 09:00 - 08.10.2022 10:00;-1941;766;3114;3093
08.10.2022 10:00 - 08.10.2022 11:00;-2030;757;2967;3215
08.10.2022 11:00 - 08.10.2022 12:00;-2050;757;2527;3189
08.10.2022 12:00 - 08.10.2022 13:00;-1992;760;2136;3108
08.10.2022 13:00 - 08.10.2022 14:00;-2089;753;1746;3028
08.10.2022 14:00 - 08.10.2022 15:00;-1847;755;1658;2999
08.10.2022 15:00 - 08.10.2022 16:00;-1797;752;1611;2968
08.10.2022 16:00 - 08.10.2022 17:00;-1430;741;1946;3024
08.10.2022 17:00 - 08.10.2022 18:00;-1328;736;2398;3071
08.10.2022 18:00 - 08.10.2022 19:00;-1421;734;2798;3159
08.10.2022 19:00 - 08.10.2022 20:00;-1938;740;2747;3294
08.10.2022 20:00 - 08.10.2022 21:00;-1839;735;2627;3221
08.10.2022 21:00 - 08.10.2022 22:00;-2191;738;2508;3193
08.10.2022 22:00 - 08.10.2022 23:00;-2122;721;2761;2984
08.10.2022 23:00 - 09.10.2022 00:00;-2018;713;2793;2861
09.10.2022 00:00 - 09.10.2022 01:00;-2088;705;2885;2776
09.10.2022 01:00 - 09.10.2022 02:00;-1971;699;2933;2692
09.10.2022 02:00 - 09.10.2022 03:00;-2076;694;2874;2738
09.10.2022 03:00 - 09.10.2022 04:00;-1918;688;3219;2692
09.10.2022 04:00 - 09.10.2022 05:00;-1943;688;3308;2667
09.10.2022 05:00 - 09.10.2022 06:00;-2071;682;3241;2680
09.10.2022 06:00 - 09.10.2022 07:00;-1906;684;3059;2764
09.10.2022 07:00 - 09.10.2022 08:00;-1802;685;2894;2841
09.10.2022 08:00 - 09.10.2022 09:00;-1758;679;3239;2921
09.10.2022 09:00 - 09.10.2022 10:00;-1849;680;3163;3021
09.10.2022 10:00 - 09.10.2022 11:00;-1724;666;2703;3059
09.10.2022 11:00 - 09.10.2022 12:00;-1512;656;1994;3069
09.10.2022 12:00 - 09.10.2022 13:00;-1192;656;1820;3078
09.10.2022 13:00 - 09.10.2022 14:00;-1176;653;1856;3082
09.10.2022 14:00 - 09.10.2022 15:00;-1268;653;1788;3072
09.10.2022 15:00 - 09.10.2022 16:00;-1693;660;1927;3093
09.10.2022 16:00 - 09.10.2022 17:00;-1640;656;2973;3195
09.10.2022 17:00 - 09.10.2022 18:00;-1752;676;3331;3247
09.10.2022 18:00 - 09.10.2022 19:00;-1729;672;3407;3346
09.10.2022 19:00 - 09.10.2022 20:00;-1774;671;3317;3417
09.10.2022 20:00 - 09.10.2022 21:00;-1789;668;2916;3371
09.10.2022 21:00 - 09.10.2022 22:00;-1815;648;2555;3292
09.10.2022 22:00 - 09.10.2022 23:00;-1661;642;2310;3127
09.10.2022 23:00 - 10.10.2022 00:00;-1487;633;2080;2978
10.10.2022 00:00 - 10.10.2022 01:00;-1971;631;1459;2844
10.10.2022 01:00 - 10.10.2022 02:00;-1936;628;1362;2730
10.10.2022 02:00 - 10.10.2022 03:00;-1910;626;1352;2657
10.10.2022 03:00 - 10.10.2022 04:00;-1947;621;1359;2632
10.10.2022 04:00 - 10.10.2022 05:00;-1936;617;1411;2626
10.10.2022 05:00 - 10.10.2022 06:00;-1749;608;1829;2740
10.10.2022 06:00 - 10.10.2022 07:00;-1594;633;2468;3150
10.10.2022 07:00 - 10.10.2022 08:00;-1799;655;2897;3609
10.10.2022 08:00 - 10.10.2022 09:00;-1539;663;3274;3697
10.10.2022 09:00 - 10.10.2022 10:00;-1550;684;3302;3688
10.10.2022 10:00 - 10.10.2022 11:00;-1687;698;3118;3688
10.10.2022 11:00 - 10.10.2022 12:00;-1720;718;2948;3678
10.10.2022 12:00 - 10.10.2022 13:00;-1799;726;2758;3653
10.10.2022 13:00 - 10.10.2022 14:00;-1690;734;2691;3616
10.10.2022 14:00 - 10.10.2022 15:00;-1687;742;2612;3619
10.10.2022 15:00 - 10.10.2022 16:00;-1528;749;2612;3570
10.10.2022 16:00 - 10.10.2022 17:00;-1368;746;2872;3640
10.10.2022 17:00 - 10.10.2022 18:00;-1509;742;3025;3713
10.10.2022 18:00 - 10.10.2022 19:00;-1601;738;3243;3770
10.10.2022 19:00 - 10.10.2022 20:00;-1716;723;3061;3803
10.10.2022 20:00 - 10.10.2022 21:00;-1656;723;2913;3726
10.10.2022 21:00 - 10.10.2022 22:00;-1675;724;2806;3520
10.10.2022 22:00 - 10.10.2022 23:00;-1717;717;2581;3285
10.10.2022 23:00 - 11.10.2022 00:00;-1702;721;2282;3130
11.10.2022 00:00 - 11.10.2022 01:00;-1741;701;2043;2936
11.10.2022 01:00 - 11.10.2022 02:00;-1654;703;1973;2813
11.10.2022 02:00 - 11.10.2022 03:00;-1630;697;1973;2773
11.10.2022 03:00 - 11.10.2022 04:00;-1687;693;1989;2765
11.10.2022 04:00 - 11.10.2022 05:00;-2127;684;2047;2769
11.10.2022 05:00 - 11.10.2022 06:00;-2007;677;2619;2932
11.10.2022 06:00 - 11.10.2022 07:00;-1751;673;3050;3425
11.10.2022 07:00 - 11.10.2022 08:00;-1744;682;3420;3962
11.10.2022 08:00 - 11.10.2022 09:00;-1739;688;3760;3983
11.10.2022 09:00 - 11.10.2022 10:00;-1792;709;3925;3913
11.10.2022 10:00 - 11.10.2022 11:00;-1775;710;3997;3739
11.10.2022 11:00 - 11.10.2022 12:00;-1917;726;3815;3658
11.10.2022 12:00 - 11.10.2022 13:00;-1920;727;3317;3573
11.10.2022 13:00 - 11.10.2022 14:00;-2020;719;2893;3507
11.10.2022 14:00 - 11.10.2022 15:00;-1847;710;2839;3476
11.10.2022 15:00 - 11.10.2022 16:00;-1638;707;3080;3450
11.10.2022 16:00 - 11.10.2022 17:00;-1627;707;3646;3537
11.10.2022 17:00 - 11.10.2022 18:00;-1613;721;3998;3544
11.10.2022 18:00 - 11.10.2022 19:00;-1617;718;4255;3660
11.10.2022 19:00 - 11.10.2022 20:00;-1735;738;4323;3720
11.10.2022 20:00 - 11.10.2022 21:00;-1840;735;3909;3686
11.10.2022 21:00 - 11.10.2022 22:00;-1883;732;3751;3624
11.10.2022 22:00 - 11.10.2022 23:00;-1953;732;3332;3489
11.10.2022 23:00 - 12.10.2022 00:00;-1817;726;2977;3290
12.10.2022 00:00 - 12.10.2022 01:00;-1793;703;3169;3163
12.10.2022 01:00 - 12.10.2022 02:00;-1868;695;2938;3128
12.10.2022 02:00 - 12.10.2022 03:00;-1923;697;3244;3042
12.10.2022 03:00 - 12.10.2022 04:00;-1900;696;3122;3002
12.10.2022 04:00 - 12.10.2022 05:00;-1967;693;3017;3026
12.10.2022 05:00 - 12.10.2022 06:00;-1734;697;2792;3193
12.10.2022 06:00 - 12.10.2022 07:00;-1171;704;3090;3682
12.10.2022 07:00 - 12.10.2022 08:00;-105;733;4307;4125
12.10.2022 08:00 - 12.10.2022 09:00;121;741;4718;4177
12.10.2022 09:00 - 12.10.2022 10:00;-20;744;4944;4109
12.10.2022 10:00 - 12.10.2022 11:00;154;748;4881;4029
12.10.2022 11:00 - 12.10.2022 12:00;-375;754;3601;3870
12.10.2022 12:00 - 12.10.2022 13:00;-465;751;3347;3760
12.10.2022 13:00 - 12.10.2022 14:00;-605;747;3083;3672
12.10.2022 14:00 - 12.10.2022 15:00;-1117;752;2883;3586
12.10.2022 15:00 - 12.10.2022 16:00;-1136;742;3172;3614
12.10.2022 16:00 - 12.10.2022 17:00;-1049;734;3220;3651
12.10.2022 17:00 - 12.10.2022 18:00;-1344;745;3284;3723
12.10.2022 18:00 - 12.10.2022 19:00;-1254;744;3435;3766
12.10.2022 19:00 - 12.10.2022 20:00;-1556;741;3306;3743
12.10.2022 20:00 - 12.10.2022 21:00;-1676;717;3004;3674
12.10.2022 21:00 - 12.10.2022 22:00;-1491;716;3150;3564
12.10.2022 22:00 - 12.10.2022 23:00;-1604;710;2904;3409
12.10.2022 23:00 - 13.10.2022 00:00;-1573;720;2480;3220
13.10.2022 00:00 - 13.10.2022 01:00;-1660;718;1875;2962
13.10.2022 01:00 - 13.10.2022 02:00;-1552;716;1789;2824
13.10.2022 02:00 - 13.10.2022 03:00;-1694;719;1842;2756
13.10.2022 03:00 - 13.10.2022 04:00;-1846;708;1920;2700
13.10.2022 04:00 - 13.10.2022 05:00;-1933;711;1902;2707
13.10.2022 05:00 - 13.10.2022 06:00;-1963;714;2110;2860
13.10.2022 06:00 - 13.10.2022 07:00;-1667;718;2733;3237
13.10.2022 07:00 - 13.10.2022 08:00;-1536;742;3486;3659
13.10.2022 08:00 - 13.10.2022 09:00;-1446;746;4088;3725
13.10.2022 09:00 - 13.10.2022 10:00;-1565;762;3986;3806
13.10.2022 10:00 - 13.10.2022 11:00;-1460;768;4067;3737
13.10.2022 11:00 - 13.10.2022 12:00;-1355;779;4073;3669
13.10.2022 12:00 - 13.10.2022 13:00;-1309;769;3778;3671
13.10.2022 13:00 - 13.10.2022 14:00;-1267;763;3712;3640
13.10.2022 14:00 - 13.10.2022 15:00;-1359;780;3548;3645
13.10.2022 15:00 - 13.10.2022 16:00;-1248;774;3803;3702
13.10.2022 16:00 - 13.10.2022 17:00;-1247;762;3752;3694
13.10.2022 17:00 - 13.10.2022 18:00;-1173;749;4262;3715
13.10.2022 18:00 - 13.10.2022 19:00;-1284;752;4486;3781
13.10.2022 19:00 - 13.10.2022 20:00;-1251;756;4671;3599
13.10.2022 20:00 - 13.10.2022 21:00;-1311;745;4249;3506
13.10.2022 21:00 - 13.10.2022 22:00;-1431;738;3952;3417
13.10.2022 22:00 - 13.10.2022 23:00;-1460;706;3463;3271
13.10.2022 23:00 - 14.10.2022 00:00;-1505;699;2876;3080
14.10.2022 00:00 - 14.10.2022 01:00;-1437;686;2687;2904
14.10.2022 01:00 - 14.10.2022 02:00;-1476;677;2331;2805
14.10.2022 02:00 - 14.10.2022 03:00;-1597;670;2307;2709
14.10.2022 03:00 - 14.10.2022 04:00;-1673;664;2407;2634
14.10.2022 04:00 - 14.10.2022 05:00;-1659;660;2336;2647
14.10.2022 05:00 - 14.10.2022 06:00;-1513;655;2340;2748
14.10.2022 06:00 - 14.10.2022 07:00;-909;650;2881;3152
14.10.2022 07:00 - 14.10.2022 08:00;-491;670;3389;3628
14.10.2022 08:00 - 14.10.2022 09:00;-629;685;3523;3760
14.10.2022 09:00 - 14.10.2022 10:00;-395;696;4212;3778
14.10.2022 10:00 - 14.10.2022 11:00;-630;694;4084;3770
14.10.2022 11:00 - 14.10.2022 12:00;-715;699;3786;3648
14.10.2022 12:00 - 14.10.2022 13:00;-673;699;3519;3589
14.10.2022 13:00 - 14.10.2022 14:00;-1022;680;3003;3511
14.10.2022 14:00 - 14.10.2022 15:00;-1037;647;2883;3499
14.10.2022 15:00 - 14.10.2022 16:00;-804;657;2818;3510
14.10.2022 16:00 - 14.10.2022 17:00;-877;652;3146;3490
14.10.2022 17:00 - 14.10.2022 18:00;-1162;653;3443;3494
14.10.2022 18:00 - 14.10.2022 19:00;-1311;695;4021;3557
14.10.2022 19:00 - 14.10.2022 20:00;-1556;704;3992;3543
14.10.2022 20:00 - 14.10.2022 21:00;-1230;687;3846;3394
14.10.2022 21:00 - 14.10.2022 22:00;-1232;678;3230;3215
14.10.2022 22:00 - 14.10.2022 23:00;-1416;678;3034;3117
14.10.2022 23:00 - 15.10.2022 00:00;-1498;666;2571;2986
15.10.2022 00:00 - 15.10.2022 01:00;-1487;651;2096;2799
15.10.2022 01:00 - 15.10.2022 02:00;-1245;641;1872;2696
15.10.2022 02:00 - 15.10.2022 03:00;-1198;634;1662;2630
15.10.2022 03:00 - 15.10.2022 04:00;-1044;635;1388;2543
15.10.2022 04:00 - 15.10.2022 05:00;-1192;631;1345;2599
15.10.2022 05:00 - 15.10.2022 06:00;-1255;638;1405;2612
15.10.2022 06:00 - 15.10.2022 07:00;-927;654;1503;2673
15.10.2022 07:00 - 15.10.2022 08:00;-1065;686;1656;2788
15.10.2022 08:00 - 15.10.2022 09:00;-1033;696;2397;2935
15.10.2022 09:00 - 15.10.2022 10:00;-815;692;2682;3075
15.10.2022 10:00 - 15.10.2022 11:00;-567;705;2506;3142
15.10.2022 11:00 - 15.10.2022 12:00;-594;707;2103;3194
15.10.2022 12:00 - 15.10.2022 13:00;-634;709;1582;3126
15.10.2022 13:00 - 15.10.2022 14:00;-805;677;1290;3017
15.10.2022 14:00 - 15.10.2022 15:00;-303;668;1051;2953
15.10.2022 15:00 - 15.10.2022 16:00;-17;666;1053;2990
15.10.2022 16:00 - 15.10.2022 17:00;473;656;1107;3053
15.10.2022 17:00 - 15.10.2022 18:00;-233;675;1722;3191
15.10.2022 18:00 - 15.10.2022 19:00;-275;675;2688;3306
15.10.2022 19:00 - 15.10.2022 20:00;-486;687;2679;3231
15.10.2022 20:00 - 15.10.2022 21:00;-671;702;2040;3015
15.10.2022 21:00 - 15.10.2022 22:00;-846;708;1652;2955
15.10.2022 22:00 - 15.10.2022 23:00;-867;706;1329;2953
15.10.2022 23:00 - 16.10.2022 00:00;-916;708;1042;2880
16.10.2022 00:00 - 16.10.2022 01:00;-1252;720;910;2922
16.10.2022 01:00 - 16.10.2022 02:00;-909;719;828;2857
16.10.2022 02:00 - 16.10.2022 03:00;-537;714;815;2794
16.10.2022 03:00 - 16.10.2022 04:00;-446;697;816;2732
16.10.2022 04:00 - 16.10.2022 05:00;-482;700;810;2657
16.10.2022 05:00 - 16.10.2022 06:00;-435;717;895;2692
16.10.2022 06:00 - 16.10.2022 07:00;-376;716;890;2728
16.10.2022 07:00 - 16.10.2022 08:00;-580;722;884;2810
16.10.2022 08:00 - 16.10.2022 09:00;-578;732;1377;2956
16.10.2022 09:00 - 16.10.2022 10:00;-221;732;1377;3117
16.10.2022 10:00 - 16.10.2022 11:00;-107;754;1292;3252
16.10.2022 11:00 - 16.10.2022 12:00;120;761;1026;3368
16.10.2022 12:00 - 16.10.2022 13:00;218;771;1073;3425
16.10.2022 13:00 - 16.10.2022 14:00;265;774;1101;3311
16.10.2022 14:00 - 16.10.2022 15:00;276;771;1208;3453
16.10.2022 15:00 - 16.10.2022 16:00;158;774;1176;3438
16.10.2022 16:00 - 16.10.2022 17:00;29;776;1602;3448
16.10.2022 17:00 - 16.10.2022 18:00;307;780;2511;3370
16.10.2022 18:00 - 16.10.2022 19:00;56;777;3248;3490
16.10.2022 19:00 - 16.10.2022 20:00;-437;781;3304;3483
16.10.2022 20:00 - 16.10.2022 21:00;-129;788;3293;3460
16.10.2022 21:00 - 16.10.2022 22:00;105;790;2760;3429
16.10.2022 22:00 - 16.10.2022 23:00;-36;790;2529;3274
16.10.2022 23:00 - 17.10.2022 00:00;-45;791;2446;3063
17.10.2022 00:00 - 17.10.2022 01:00;-189;781;1443;2940
17.10.2022 01:00 - 17.10.2022 02:00;-598;781;1330;2862
17.10.2022 02:00 - 17.10.2022 03:00;-544;778;1308;2829
17.10.2022 03:00 - 17.10.2022 04:00;-492;775;1324;2809
17.10.2022 04:00 - 17.10.2022 05:00;-443;773;1348;2908
17.10.2022 05:00 - 17.10.2022 06:00;-398;761;1411;3037
17.10.2022 06:00 - 17.10.2022 07:00;-488;784;1934;3495
17.10.2022 07:00 - 17.10.2022 08:00;-100;804;2710;3943
17.10.2022 08:00 - 17.10.2022 09:00;-79;835;2867;4008
17.10.2022 09:00 - 17.10.2022 10:00;54;839;3199;3903
17.10.2022 10:00 - 17.10.2022 11:00;-585;849;2918;3911
17.10.2022 11:00 - 17.10.2022 12:00;-873;850;2746;3901
17.10.2022 12:00 - 17.10.2022 13:00;-600;854;2707;3902
17.10.2022 13:00 - 17.10.2022 14:00;-757;853;3087;3928
17.10.2022 14:00 - 17.10.2022 15:00;-679;856;2973;3895
17.10.2022 15:00 - 17.10.2022 16:00;-612;864;3037;3704
17.10.2022 16:00 - 17.10.2022 17:00;-492;876;3159;3770
17.10.2022 17:00 - 17.10.2022 18:00;-435;881;3387;3918
17.10.2022 18:00 - 17.10.2022 19:00;-599;879;3454;3945
17.10.2022 19:00 - 17.10.2022 20:00;-774;875;3754;3910
17.10.2022 20:00 - 17.10.2022 21:00;-873;876;3953;3794
17.10.2022 21:00 - 17.10.2022 22:00;-420;875;3611;3627
17.10.2022 22:00 - 17.10.2022 23:00;-683;876;2917;3466
17.10.2022 23:00 - 18.10.2022 00:00;-488;870;2497;3202
18.10.2022 00:00 - 18.10.2022 01:00;-697;856;2435;3040
18.10.2022 01:00 - 18.10.2022 02:00;-744;858;2478;2939
18.10.2022 02:00 - 18.10.2022 03:00;-594;864;2594;2839
18.10.2022 03:00 - 18.10.2022 04:00;-620;879;2584;2798
18.10.2022 04:00 - 18.10.2022 05:00;-817;881;2443;2786
18.10.2022 05:00 - 18.10.2022 06:00;-611;889;2558;2900
18.10.2022 06:00 - 18.10.2022 07:00;-654;887;3524;3391
18.10.2022 07:00 - 18.10.2022 08:00;-539;884;4238;3859
18.10.2022 08:00 - 18.10.2022 09:00;-613;882;4524;3941
18.10.2022 09:00 - 18.10.2022 10:00;-922;892;4447;3906
18.10.2022 10:00 - 18.10.2022 11:00;-957;903;4173;3884
18.10.2022 11:00 - 18.10.2022 12:00;-346;909;3646;3818
18.10.2022 12:00 - 18.10.2022 13:00;-65;906;3141;3767
18.10.2022 13:00 - 18.10.2022 14:00;-284;904;2967;3654
18.10.2022 14:00 - 18.10.2022 15:00;-187;896;2972;3583
18.10.2022 15:00 - 18.10.2022 16:00;-363;892;2965;3571
18.10.2022 16:00 - 18.10.2022 17:00;-627;902;3241;3629
18.10.2022 17:00 - 18.10.2022 18:00;-1032;901;3825;3668
18.10.2022 18:00 - 18.10.2022 19:00;-1584;904;4201;3780
18.10.2022 19:00 - 18.10.2022 20:00;-1497;904;4500;3737
18.10.2022 20:00 - 18.10.2022 21:00;-1213;906;4373;3839
18.10.2022 21:00 - 18.10.2022 22:00;-745;909;4293;3633
18.10.2022 22:00 - 18.10.2022 23:00;-822;895;3557;3443
18.10.2022 23:00 - 19.10.2022 00:00;-972;880;3030;3266
19.10.2022 00:00 - 19.10.2022 01:00;-924;884;2135;3126
19.10.2022 01:00 - 19.10.2022 02:00;-854;883;1955;3052
19.10.2022 02:00 - 19.10.2022 03:00;-812;872;2023;3029
19.10.2022 03:00 - 19.10.2022 04:00;-752;863;2055;3037
19.10.2022 04:00 - 19.10.2022 05:00;-811;860;1980;3089
19.10.2022 05:00 - 19.10.2022 06:00;-882;871;2206;3243
19.10.2022 06:00 - 19.10.2022 07:00;-729;866;2847;3826
19.10.2022 07:00 - 19.10.2022 08:00;-319;862;3831;4421
19.10.2022 08:00 - 19.10.2022 09:00;114;846;4346;4474
19.10.2022 09:00 - 19.10.2022 10:00;407;839;4500;4392
19.10.2022 10:00 - 19.10.2022 11:00;650;834;4308;4277
19.10.2022 11:00 - 19.10.2022 12:00;675;839;3660;4089
19.10.2022 12:00 - 19.10.2022 13:00;611;839;2839;3943
19.10.2022 13:00 - 19.10.2022 14:00;788;834;2753;3833
19.10.2022 14:00 - 19.10.2022 15:00;548;803;2779;3775
19.10.2022 15:00 - 19.10.2022 16:00;415;772;2799;3759
19.10.2022 16:00 - 19.10.2022 17:00;-69;803;3117;3787
19.10.2022 17:00 - 19.10.2022 18:00;-135;809;3923;3821
19.10.2022 18:00 - 19.10.2022 19:00;13;809;4330;3944
19.10.2022 19:00 - 19.10.2022 20:00;-20;831;4427;3957
19.10.2022 20:00 - 19.10.2022 21:00;-478;825;3572;3923
19.10.2022 21:00 - 19.10.2022 22:00;-120;807;2977;3844
19.10.2022 22:00 - 19.10.2022 23:00;-60;804;2786;3760
19.10.2022 23:00 - 20.10.2022 00:00;31;799;2568;3631
20.10.2022 00:00 - 20.10.2022 01:00;125;784;2184;3451
20.10.2022 01:00 - 20.10.2022 02:00;317;773;1923;3366
20.10.2022 02:00 - 20.10.2022 03:00;-88;777;1452;3366
20.10.2022 03:00 - 20.10.2022 04:00;78;772;1444;3288
20.10.2022 04:00 - 20.10.2022 05:00;138;760;1524;3275
20.10.2022 05:00 - 20.10.2022 06:00;394;755;2129;3456
20.10.2022 06:00 - 20.10.2022 07:00;648;758;2995;3902
20.10.2022 07:00 - 20.10.2022 08:00;704;771;3953;4303
20.10.2022 08:00 - 20.10.2022 09:00;792;767;4296;4413
20.10.2022 09:00 - 20.10.2022 10:00;691;766;4092;4363
20.10.2022 10:00 - 20.10.2022 11:00;177;755;3491;4360
20.10.2022 11:00 - 20.10.2022 12:00;4;752;3167;4368
20.10.2022 12:00 - 20.10.2022 13:00;-242;727;2765;4334
20.10.2022 13:00 - 20.10.2022 14:00;-220;702;2524;4269
20.10.2022 14:00 - 20.10.2022 15:00;-85;681;2696;4207
20.10.2022 15:00 - 20.10.2022 16:00;-1;680;2941;4196
20.10.2022 16:00 - 20.10.2022 17:00;443;706;2969;4236
20.10.2022 17:00 - 20.10.2022 18:00;815;748;3429;4199
20.10.2022 18:00 - 20.10.2022 19:00;813;746;4105;4235
20.10.2022 19:00 - 20.10.2022 20:00;452;746;4473;4193
20.10.2022 20:00 - 20.10.2022 21:00;634;745;4008;4095
20.10.2022 21:00 - 20.10.2022 22:00;435;719;3179;3999
20.10.2022 22:00 - 20.10.2022 23:00;-128;705;2507;3851
20.10.2022 23:00 - 21.10.2022 00:00;-193;697;2328;3636
21.10.2022 00:00 - 21.10.2022 01:00;-177;674;2137;3429
21.10.2022 01:00 - 21.10.2022 02:00;-489;673;1759;3333
21.10.2022 02:00 - 21.10.2022 03:00;-539;668;1692;3235
21.10.2022 03:00 - 21.10.2022 04:00;-525;660;1642;3188
21.10.2022 04:00 - 21.10.2022 05:00;-544;654;1715;3185
21.10.2022 05:00 - 21.10.2022 06:00;-373;652;2269;3303
21.10.2022 06:00 - 21.10.2022 07:00;-29;667;3058;3724
21.10.2022 07:00 - 21.10.2022 08:00;249;681;3881;4195
21.10.2022 08:00 - 21.10.2022 09:00;121;711;4010;4315
21.10.2022 09:00 - 21.10.2022 10:00;159;725;4006;4319
21.10.2022 10:00 - 21.10.2022 11:00;217;732;4019;4315
21.10.2022 11:00 - 21.10.2022 12:00;363;730;4012;4272
21.10.2022 12:00 - 21.10.2022 13:00;345;730;3873;4207
21.10.2022 13:00 - 21.10.2022 14:00;109;726;3525;4141
21.10.2022 14:00 - 21.10.2022 15:00;156;714;3320;4126
21.10.2022 15:00 - 21.10.2022 16:00;299;704;3654;4115
21.10.2022 16:00 - 21.10.2022 17:00;130;700;3681;4144
21.10.2022 17:00 - 21.10.2022 18:00;199;689;4075;4175
21.10.2022 18:00 - 21.10.2022 19:00;114;684;4373;4219
21.10.2022 19:00 - 21.10.2022 20:00;-72;677;3900;4114
21.10.2022 20:00 - 21.10.2022 21:00;-250;667;3328;3956
21.10.2022 21:00 - 21.10.2022 22:00;-257;654;3143;3785
21.10.2022 22:00 - 21.10.2022 23:00;-404;629;2717;3629
